start,end,type,distance,car
2016-09-24T20:58:30.191322+00:00,2016-09-24T21:36:30.670272+00:00,ending,10,V0687
2016-09-24T21:05:15.786483+00:00,2016-09-24T21:35:22.984424+00:00,starting,14,263
2016-09-24T21:23:17.316658+00:00,2016-09-24T21:42:02.880577+00:00,starting,6,BV02283
2016-09-24T21:39:53.798914+00:00,2016-09-24T21:59:03.173252+00:00,ending,5,V1192
2016-09-24T21:40:55.809599+00:00,2016-09-24T22:35:01.033568+00:00,ending,12,UV01875
2016-09-24T22:35:28.561166+00:00,2016-09-24T23:08:12.818365+00:00,starting,15,V0683
2016-09-24T23:03:00.981024+00:00,2016-09-24T23:17:23.133867+00:00,ending,5,BC02333
2016-09-24T23:38:12.763196+00:00,2016-09-25T00:02:44.694594+00:00,starting,13,BV01837
2016-09-24T23:55:55.429356+00:00,2016-09-25T00:09:15.700291+00:00,ending,3,UV05479
2016-09-25T05:16:13.660834+00:00,2016-09-25T05:32:03.230262+00:00,starting,5,BC02333
2016-09-25T07:25:11.469639+00:00,2016-09-25T07:50:29.226300+00:00,ending,9,V0391
2016-09-25T08:15:28.752928+00:00,2016-09-25T08:24:57.617285+00:00,starting,3,V0391
2016-09-25T09:02:53.390417+00:00,2016-09-25T09:14:00.443146+00:00,starting,3,BV05325
2016-09-25T09:32:13.041009+00:00,2016-09-25T10:05:43.219882+00:00,starting,16,V1192
2016-09-25T09:34:16.095455+00:00,2016-09-25T10:06:31.158069+00:00,ending,14,417
2016-09-25T09:40:06.570434+00:00,2016-09-25T09:50:00+00:00,starting,2,V0687
2016-09-25T09:44:04.366199+00:00,2016-09-25T11:10:30.600217+00:00,starting,12,UV05479
2016-09-25T10:13:16.122286+00:00,2016-09-25T10:25:21.948042+00:00,ending,2,1517
2016-09-25T10:31:55.804232+00:00,2016-09-25T11:26:19.712071+00:00,starting,9,1517
2016-09-25T10:33:10.240145+00:00,2016-09-25T11:13:54.562219+00:00,ending,12,1438
2016-09-25T10:45:48.869154+00:00,2016-09-25T11:20:26.040748+00:00,ending,18,V0315
2016-09-25T11:07:34.252666+00:00,2016-09-25T11:27:25.506278+00:00,starting,4,UV01875
2016-09-25T11:35:26.546876+00:00,2016-09-25T11:53:32.121840+00:00,ending,7,1425
2016-09-25T11:50:52.295945+00:00,2016-09-25T12:52:28.141105+00:00,starting,10,V0315
2016-09-25T12:38:13.358825+00:00,2016-09-25T13:50:06.201685+00:00,ending,15,1425
2016-09-25T12:38:13.358825+00:00,2016-09-25T13:50:06.201685+00:00,starting,15,1425
2016-09-25T12:44:09.209733+00:00,2016-09-25T13:18:00.891597+00:00,ending,24,BV05755
2016-09-25T12:55:00.406231+00:00,2016-09-25T13:41:36.252661+00:00,starting,16,1438
2016-09-25T13:32:05.469339+00:00,2016-09-25T13:41:31.828743+00:00,ending,2,BV01387
2016-09-25T14:05:09.624060+00:00,2016-09-25T14:33:11.243312+00:00,starting,10,417
2016-09-25T14:19:53.223181+00:00,2016-09-25T14:49:22.858517+00:00,ending,9,1489
2016-09-25T14:20:14.903222+00:00,2016-09-25T14:32:06.760235+00:00,ending,3,BV02768
2016-09-25T14:28:41.489094+00:00,2016-09-25T14:49:41.777740+00:00,ending,10,V0201
2016-09-25T14:42:39.805763+00:00,2016-09-25T15:06:10.552904+00:00,ending,5,822
2016-09-25T14:52:40.297008+00:00,2016-09-25T15:02:51.108908+00:00,starting,3,1489
2016-09-25T15:06:28.212782+00:00,2016-09-25T15:58:49.203181+00:00,starting,5,V0201
2016-09-25T15:23:02.147103+00:00,2016-09-25T15:51:31.825363+00:00,starting,14,822
2016-09-25T15:31:53.186991+00:00,2016-09-25T16:04:24.753318+00:00,starting,15,BV02768
2016-09-25T15:50:25.348908+00:00,2016-09-25T16:51:19.290209+00:00,ending,7,V0056
2016-09-25T15:56:11.712214+00:00,2016-09-25T16:37:16.523612+00:00,starting,12,BV05755
2016-09-25T16:10:06.796072+00:00,2016-09-25T17:25:15.840337+00:00,ending,24,BV02626
2016-09-25T16:16:52.174367+00:00,2016-09-25T16:53:52.184059+00:00,ending,10,1276
2016-09-25T16:32:44.645119+00:00,2016-09-25T16:58:06.406065+00:00,starting,8,1425
2016-09-25T16:47:33.916946+00:00,2016-09-25T17:12:50.623357+00:00,starting,8,BV01387
2016-09-25T16:58:03.615674+00:00,2016-09-25T17:12:38.528324+00:00,ending,6,V0658
2016-09-25T17:01:12.145180+00:00,2016-09-25T17:14:37.036466+00:00,ending,3,V0640
2016-09-25T17:07:23.795916+00:00,2016-09-25T17:44:21.577992+00:00,ending,9,BV01633
2016-09-25T17:18:26.171099+00:00,2016-09-25T17:54:47.461281+00:00,starting,14,1276
2016-09-25T17:42:23.632024+00:00,2016-09-25T18:51:16.607635+00:00,ending,4,V0658
2016-09-25T17:42:23.632024+00:00,2016-09-25T18:51:16.607635+00:00,starting,4,V0658
2016-09-25T18:09:24.736042+00:00,2016-09-25T18:29:29.184505+00:00,starting,6,BV01633
2016-09-25T18:41:31.082314+00:00,2016-09-25T19:32:33.867539+00:00,ending,12,BV01454
2016-09-25T18:41:41.734311+00:00,2016-09-25T19:04:37.134370+00:00,starting,19,BV02626
2016-09-25T18:45:20.692735+00:00,2016-09-25T18:53:56.217072+00:00,ending,1,V0593
2016-09-25T19:41:20.344964+00:00,2016-09-25T19:59:35.322926+00:00,ending,5,C2087
2016-09-25T19:47:28.616000+00:00,2016-09-25T20:15:13.812450+00:00,starting,15,BV01454
2016-09-25T20:07:05.641292+00:00,2016-09-25T20:34:56.471264+00:00,ending,7,C2087
2016-09-25T20:07:05.641292+00:00,2016-09-25T20:34:56.471264+00:00,starting,7,C2087
2016-09-25T20:58:00.273395+00:00,2016-09-25T21:37:04.106631+00:00,ending,15,BC02170
2016-09-25T20:58:23.189684+00:00,2016-09-25T21:24:12.195810+00:00,starting,4,V0056
2016-09-25T21:04:21.799661+00:00,2016-09-25T21:24:54.167226+00:00,starting,6,C2087
2016-09-25T21:28:49.774744+00:00,2016-09-25T21:55:38.454782+00:00,starting,12,V0593
2016-09-25T21:31:17.421104+00:00,2016-09-25T21:46:59.714864+00:00,ending,6,V1059
2016-09-26T03:58:40.508609+00:00,2016-09-26T04:09:30.457477+00:00,starting,3,BC02170
2016-09-26T04:41:16.975446+00:00,2016-09-26T05:13:40.751700+00:00,ending,14,V0128
2016-09-26T05:23:09.365814+00:00,2016-09-26T05:56:11.026038+00:00,starting,7,V1059
2016-09-26T05:36:14.696450+00:00,2016-09-26T06:13:04.693244+00:00,ending,8,V0128
2016-09-26T05:36:14.696450+00:00,2016-09-26T06:13:04.693244+00:00,starting,8,V0128
2016-09-26T05:52:13.123483+00:00,2016-09-26T06:26:47.104108+00:00,starting,3,V0640
2016-09-26T06:02:12.906375+00:00,2016-09-26T06:14:02.747973+00:00,starting,2,V0658
2016-09-26T06:31:51.663586+00:00,2016-09-26T06:41:52.785821+00:00,ending,1,C1787
2016-09-26T06:32:54.036177+00:00,2016-09-26T06:41:39.377084+00:00,ending,1,394
2016-09-26T06:38:56.010035+00:00,2016-09-26T07:28:25.699993+00:00,starting,8,V0128
2016-09-26T06:54:31.409167+00:00,2016-09-26T07:18:15.673895+00:00,starting,5,C1787
2016-09-26T07:58:49.899102+00:00,2016-09-26T08:23:49.654725+00:00,ending,4,V0745
2016-09-26T08:14:15.011839+00:00,2016-09-26T09:06:48.658442+00:00,starting,5,394
2016-09-26T08:36:23.173676+00:00,2016-09-26T09:05:04.441827+00:00,ending,7,V0301
2016-09-26T08:37:40.589110+00:00,2016-09-26T12:18:39.234833+00:00,ending,34,V0745
2016-09-26T08:37:40.589110+00:00,2016-09-26T12:18:39.234833+00:00,starting,34,V0745
2016-09-26T09:38:59.588063+00:00,2016-09-26T10:02:09.412013+00:00,starting,10,V0301
2016-09-26T10:22:48.116588+00:00,2016-09-26T10:49:15.077082+00:00,ending,12,BC02239
2016-09-26T11:13:47.912488+00:00,2016-09-26T11:48:12.310470+00:00,ending,19,1031
2016-09-26T11:38:38.952913+00:00,2016-09-26T12:05:00.308509+00:00,ending,5,BC02239
2016-09-26T11:38:38.952913+00:00,2016-09-26T12:05:00.308509+00:00,starting,5,BC02239
2016-09-26T12:04:01.007933+00:00,2016-09-26T12:22:47.583057+00:00,starting,5,1031
2016-09-26T13:06:04.111569+00:00,2016-09-26T13:39:26.085539+00:00,starting,10,BC02239
2016-09-26T13:51:54.751885+00:00,2016-09-26T14:15:52.808383+00:00,ending,6,BV05068
2016-09-26T14:48:07.705512+00:00,2016-09-26T15:20:56.079343+00:00,ending,6,916
2016-09-26T14:53:48.677223+00:00,2016-09-26T15:29:34.196021+00:00,ending,8,879
2016-09-26T15:04:53.654796+00:00,2016-09-26T15:53:08.795179+00:00,starting,10,BV05068
2016-09-26T15:10:17.245301+00:00,2016-09-26T15:42:06.254831+00:00,starting,6,V0745
2016-09-26T16:07:10.112372+00:00,2016-09-26T16:18:59.019849+00:00,ending,2,BC02227
2016-09-26T16:08:56.077156+00:00,2016-09-26T17:00:56.365522+00:00,starting,10,916
2016-09-26T16:28:24.289623+00:00,2016-09-26T17:05:10.030916+00:00,ending,8,BV05242
2016-09-26T16:40:36.841024+00:00,2016-09-26T17:20:36.524017+00:00,ending,9,UV02674
2016-09-26T16:43:30.265837+00:00,2016-09-26T16:56:19.770374+00:00,starting,4,BC02227
2016-09-26T17:09:10.073992+00:00,2016-09-26T17:33:47.331303+00:00,ending,5,BV01644
2016-09-26T17:28:43.927286+00:00,2016-09-26T17:57:18.000587+00:00,ending,9,BC02363
2016-09-26T17:29:38.263311+00:00,2016-09-26T17:49:49.335006+00:00,starting,4,BV05242
2016-09-26T17:29:56.030014+00:00,2016-09-26T17:53:00+00:00,ending,5,UV01169
2016-09-26T17:41:45.209145+00:00,2016-09-26T19:01:35.438877+00:00,starting,14,BV01644
2016-09-26T18:15:16.091646+00:00,2016-09-26T18:33:10.662029+00:00,ending,5,BC02227
2016-09-26T18:28:15.964267+00:00,2016-09-26T18:56:38.592459+00:00,starting,14,879
2016-09-26T18:42:33.022515+00:00,2016-09-26T19:25:58.445628+00:00,ending,13,BC02227
2016-09-26T18:42:33.022515+00:00,2016-09-26T19:25:58.445628+00:00,starting,13,BC02227
2016-09-26T18:50:30.349224+00:00,2016-09-26T19:11:44.132325+00:00,ending,5,C1767
2016-09-26T19:38:22.575245+00:00,2016-09-26T20:13:17.385449+00:00,ending,5,C1767
2016-09-26T19:38:22.575245+00:00,2016-09-26T20:13:17.385449+00:00,starting,5,C1767
2016-09-26T19:48:26.541724+00:00,2016-09-26T20:05:56.583124+00:00,ending,5,699
2016-09-26T19:59:04.937431+00:00,2016-09-26T20:31:56.897781+00:00,starting,17,BC02363
2016-09-26T20:16:20.186830+00:00,2016-09-26T20:30:15.191139+00:00,ending,3,699
2016-09-26T20:16:20.186830+00:00,2016-09-26T20:30:15.191139+00:00,starting,3,699
2016-09-26T20:19:43.826382+00:00,2016-09-26T20:49:07.455310+00:00,starting,20,C1767
2016-09-26T20:33:39.604925+00:00,2016-09-26T20:46:08.845971+00:00,starting,5,BC02227
2016-09-26T20:46:59.608308+00:00,2016-09-26T21:05:53.318469+00:00,starting,6,699
2016-09-26T20:49:07.009375+00:00,2016-09-26T21:08:35.478517+00:00,ending,6,BV05811
2016-09-26T20:58:08.192381+00:00,2016-09-26T21:18:36.382538+00:00,ending,9,BC02127
2016-09-26T21:43:50.452247+00:00,2016-09-26T22:13:20.351974+00:00,ending,19,C2028
2016-09-27T04:29:47.056074+00:00,2016-09-27T04:59:04.884564+00:00,starting,15,BV05811
2016-09-27T04:46:50.489778+00:00,2016-09-27T05:18:55.599007+00:00,ending,14000,V1005
2016-09-27T05:18:57.987371+00:00,2016-09-27T05:58:03.664162+00:00,starting,10,V0118
2016-09-27T05:30:24.239115+00:00,2016-09-27T05:59:01.516333+00:00,starting,7,BC02127
2016-09-27T05:38:02.329894+00:00,2016-09-27T05:58:31.791675+00:00,ending,6,V0339
2016-09-27T05:41:39.292032+00:00,2016-09-27T06:25:09.030156+00:00,ending,8000,V1005
2016-09-27T05:41:39.292032+00:00,2016-09-27T06:25:09.030156+00:00,starting,8000,V1005
2016-09-27T06:06:49.993664+00:00,2016-09-27T06:44:14.728284+00:00,ending,8,V0279
2016-09-27T06:09:16.267900+00:00,2016-09-27T06:40:18.463244+00:00,starting,7,C2028
2016-09-27T06:28:27.299841+00:00,2016-09-27T06:43:18.329792+00:00,starting,2000,V1005
2016-09-27T06:43:56.748120+00:00,2016-09-27T07:59:32.895046+00:00,starting,17,UV01169
2016-09-27T06:58:51.013182+00:00,2016-09-27T07:07:08.179448+00:00,ending,2,BV05197
2016-09-27T07:01:20.103078+00:00,2016-09-27T07:13:01.613468+00:00,starting,2,V0279
2016-09-27T07:48:24.709571+00:00,2016-09-27T08:06:52.844056+00:00,starting,2,BV05197
2016-09-27T07:59:34.875986+00:00,2016-09-27T08:22:14.142821+00:00,starting,7,V0339
2016-09-27T08:58:50.570834+00:00,2016-09-27T09:21:01.833146+00:00,ending,5,192
2016-09-27T09:31:23.145358+00:00,2016-09-27T09:50:30.410394+00:00,ending,3,353
2016-09-27T09:50:34.970930+00:00,2016-09-27T10:13:49.368850+00:00,ending,6,BV01586
2016-09-27T10:04:23.572795+00:00,2016-09-27T10:30:45.710972+00:00,starting,12,353
2016-09-27T11:01:18.423070+00:00,2016-09-27T11:33:24.368344+00:00,starting,7,BV01586
2016-09-27T11:29:30.538627+00:00,2016-09-27T11:57:38.917372+00:00,ending,6,C2087
2016-09-27T11:30:50.909288+00:00,2016-09-27T11:54:32.299023+00:00,starting,6,UV02674
2016-09-27T11:38:17.700826+00:00,2016-09-27T11:51:00.733814+00:00,ending,3,V0051
2016-09-27T11:42:35.169295+00:00,2016-09-27T11:58:56.897215+00:00,starting,4,192
2016-09-27T11:44:54.293097+00:00,2016-09-27T12:32:57.497757+00:00,ending,9,C1801
2016-09-27T12:07:18.941659+00:00,2016-09-27T13:04:12.422224+00:00,ending,29,BC02168
2016-09-27T12:12:24.657198+00:00,2016-09-27T12:23:37.666674+00:00,ending,4,V0235
2016-09-27T12:20:30.418638+00:00,2016-09-27T12:40:35.029189+00:00,ending,2,V0051
2016-09-27T12:20:30.418638+00:00,2016-09-27T12:40:35.029189+00:00,starting,2,V0051
2016-09-27T14:35:27.472854+00:00,2016-09-27T14:47:19.901907+00:00,ending,2,BC02219
2016-09-27T15:30:47.090767+00:00,2016-09-27T16:33:10.760986+00:00,ending,18,1032
2016-09-27T16:13:27.631790+00:00,2016-09-27T16:23:07.351217+00:00,starting,2,C1801
2016-09-27T16:34:22.960494+00:00,2016-09-27T16:56:38.892638+00:00,starting,4,V0051
2016-09-27T16:53:36.090224+00:00,2016-09-27T17:17:35.737033+00:00,ending,5,BC02218
2016-09-27T17:24:53.566489+00:00,2016-09-27T17:55:06.624021+00:00,starting,5,BC02168
2016-09-27T17:28:40.437130+00:00,2016-09-27T17:42:37.179694+00:00,starting,2,BC02219
2016-09-27T17:42:04.881337+00:00,2016-09-27T18:25:15.625819+00:00,ending,8,BV01646
2016-09-27T17:42:43.188676+00:00,2016-09-27T17:57:56.619271+00:00,starting,4,C2087
2016-09-27T18:22:08.418898+00:00,2016-09-27T18:39:40.548630+00:00,starting,3,V0235
2016-09-27T18:59:06.727007+00:00,2016-09-27T19:32:03.427911+00:00,ending,8,V0285
2016-09-27T19:43:01.229662+00:00,2016-09-27T19:56:11.262642+00:00,ending,3,C1706
2016-09-27T21:17:43.074927+00:00,2016-09-27T21:40:47.917957+00:00,starting,14,BV01646
2016-09-27T21:27:14.899819+00:00,2016-09-27T22:00:10.094856+00:00,ending,11,V0892
2016-09-27T21:55:59.035683+00:00,2016-09-27T22:21:30.803253+00:00,ending,6,UV05940
2016-09-28T04:47:49.347754+00:00,2016-09-28T05:24:28.217176+00:00,ending,14,BV01477
2016-09-28T05:07:53.359136+00:00,2016-09-28T05:29:14.090106+00:00,starting,9,V0892
2016-09-28T05:14:32.176450+00:00,2016-09-28T05:34:42.807358+00:00,starting,5,C1706
2016-09-28T05:18:34.061181+00:00,2016-09-28T05:49:52.552174+00:00,starting,7,V0285
2016-09-28T05:59:58.135888+00:00,2016-09-28T06:41:51.239443+00:00,ending,9,BV05331
2016-09-28T06:02:19.281121+00:00,2016-09-28T06:18:12.324316+00:00,starting,2,BV01477
2016-09-28T06:21:11.914859+00:00,2016-09-28T06:46:42.238724+00:00,ending,4,546
2016-09-28T06:29:24.917435+00:00,2016-09-28T06:43:06.412409+00:00,starting,3,BC02218
2016-09-28T06:41:57.846897+00:00,2016-09-28T07:38:02.357251+00:00,starting,13,1032
2016-09-28T07:09:08.663062+00:00,2016-09-28T08:29:22.508018+00:00,ending,16,C1710
2016-09-28T07:22:16.383646+00:00,2016-09-28T07:48:46.639324+00:00,starting,7,BV05331
2016-09-28T08:43:41.954130+00:00,2016-09-28T09:03:03.231259+00:00,starting,5,546
2016-09-28T09:12:03.758899+00:00,2016-09-28T09:54:57.374335+00:00,ending,7,BV05927
2016-09-28T09:29:40.682274+00:00,2016-09-28T09:42:50.002196+00:00,ending,4,856
2016-09-28T09:46:55.331210+00:00,2016-09-28T10:05:39.761724+00:00,starting,3,C1710
2016-09-28T10:06:35.855895+00:00,2016-09-28T10:41:38.037442+00:00,ending,28,C1692
2016-09-28T10:25:14.412061+00:00,2016-09-28T10:57:03.496881+00:00,starting,7,856
2016-09-28T10:38:24.090943+00:00,2016-09-28T11:03:19.537989+00:00,ending,5,V1145
2016-09-28T10:46:17.686322+00:00,2016-09-28T11:09:28.184926+00:00,starting,6,BV05927
2016-09-28T11:05:47.244859+00:00,2016-09-28T12:06:47.733746+00:00,ending,15,278
2016-09-28T11:29:33.708823+00:00,2016-09-28T11:40:22.730516+00:00,starting,1,V1145
2016-09-28T11:34:08.326599+00:00,2016-09-28T12:15:37.313129+00:00,starting,8,C1692
2016-09-28T11:43:41.062220+00:00,2016-09-28T12:10:51.637794+00:00,ending,6,1198
2016-09-28T11:59:32.781685+00:00,2016-09-28T12:09:58.478416+00:00,ending,2,V0302
2016-09-28T12:03:17.004951+00:00,2016-09-28T12:16:40.597114+00:00,ending,3,151
2016-09-28T12:23:13.768138+00:00,2016-09-28T12:43:45.848710+00:00,starting,5,1198
2016-09-28T12:47:51.475581+00:00,2016-09-28T13:09:26.700409+00:00,ending,5,V0012
2016-09-28T12:48:23.304407+00:00,2016-09-28T13:14:11.116056+00:00,ending,11,1283
2016-09-28T13:21:10.201991+00:00,2016-09-28T13:46:23.799998+00:00,starting,6,V0012
2016-09-28T13:26:14.206454+00:00,2016-09-28T13:40:14.877207+00:00,starting,3,151
2016-09-28T14:05:08.587337+00:00,2016-09-28T14:34:51.998130+00:00,ending,5,BC02384
2016-09-28T14:08:45.692527+00:00,2016-09-28T15:11:58.840748+00:00,starting,15,278
2016-09-28T14:09:33.285645+00:00,2016-09-28T14:38:45.520030+00:00,ending,6,BV05795
2016-09-28T14:36:09.084386+00:00,2016-09-28T14:49:20.863756+00:00,starting,4,V0302
2016-09-28T15:31:47.474993+00:00,2016-09-28T16:15:41.380218+00:00,starting,5,BV05795
2016-09-28T15:32:11.038613+00:00,2016-09-28T16:04:59.958214+00:00,starting,6,1283
2016-09-28T15:56:54.188683+00:00,2016-09-28T16:14:23.501267+00:00,ending,3,BV01538
2016-09-28T16:11:48.266286+00:00,2016-09-28T17:32:23.990340+00:00,starting,15,UV05940
2016-09-28T16:22:34.213435+00:00,2016-09-28T16:51:08.800152+00:00,starting,6,BV01538
2016-09-28T16:56:45.040371+00:00,2016-09-28T17:09:55.492285+00:00,starting,3,BC02384
2016-09-28T17:02:53.100358+00:00,2016-09-28T17:25:01.183846+00:00,ending,4,C1809
2016-09-28T17:06:10.764544+00:00,2016-09-28T17:37:27.418759+00:00,ending,5,BV05158
2016-09-28T17:22:23.504267+00:00,2016-09-28T17:55:08.134161+00:00,ending,7,BV01451
2016-09-28T17:45:59.440626+00:00,2016-09-28T18:11:29.420908+00:00,starting,7,C1809
2016-09-28T18:00:07.399964+00:00,2016-09-28T18:38:12.901326+00:00,ending,18,V0304
2016-09-28T18:08:36.800606+00:00,2016-09-28T18:47:14.164623+00:00,ending,8,753
2016-09-28T18:38:38.894324+00:00,2016-09-28T19:00:41.063935+00:00,starting,6,BV01451
2016-09-28T18:46:53.951607+00:00,2016-09-28T19:23:14.253402+00:00,starting,18,V0304
2016-09-28T18:47:25.845135+00:00,2016-09-28T19:15:59.270240+00:00,ending,20,V0578
2016-09-28T19:00:41.752309+00:00,2016-09-28T19:23:18.699661+00:00,starting,13,753
2016-09-28T19:11:57.397820+00:00,2016-09-28T19:27:10.200618+00:00,ending,4,BV05784
2016-09-28T19:17:06.545476+00:00,2016-09-28T19:35:24.301702+00:00,ending,6,V0726
2016-09-28T19:24:19.538619+00:00,2016-09-28T19:46:37.710697+00:00,ending,6,C1752
2016-09-29T05:12:52.043659+00:00,2016-09-29T05:39:02.669671+00:00,starting,7,BV05784
2016-09-29T05:22:12.766821+00:00,2016-09-29T05:36:04.261271+00:00,starting,3,C1752
2016-09-29T05:39:15.519065+00:00,2016-09-29T06:16:34.438700+00:00,ending,8,V0578
2016-09-29T05:39:15.519065+00:00,2016-09-29T06:16:34.438700+00:00,starting,8,V0578
2016-09-29T06:03:18.770540+00:00,2016-09-29T06:47:06.845775+00:00,ending,8,422
2016-09-29T06:22:54.466977+00:00,2016-09-29T06:35:40.147028+00:00,starting,2,V0726
2016-09-29T06:58:52.597770+00:00,2016-09-29T07:13:01.477514+00:00,starting,3,V0578
2016-09-29T07:00:00.865587+00:00,2016-09-29T07:22:40.877793+00:00,ending,5,C1656
2016-09-29T07:07:49.125495+00:00,2016-09-29T07:17:56.859161+00:00,ending,2,652
2016-09-29T07:09:54.752381+00:00,2016-09-29T07:23:55.673559+00:00,ending,3,BV05003
2016-09-29T07:40:06.344567+00:00,2016-09-29T07:55:03.438751+00:00,starting,3,BV05003
2016-09-29T09:02:52.102988+00:00,2016-09-29T09:13:48.768931+00:00,ending,2,V0726
2016-09-29T09:30:43.772240+00:00,2016-09-29T10:12:32.524765+00:00,starting,8,V0726
2016-09-29T09:37:51.722053+00:00,2016-09-29T10:04:06.883258+00:00,starting,8,652
2016-09-29T10:35:42.013358+00:00,2016-09-29T10:52:13.128113+00:00,ending,3,V1147
2016-09-29T10:51:59.609845+00:00,2016-09-29T11:29:03.908528+00:00,ending,15,1378
2016-09-29T11:27:40.334448+00:00,2016-09-29T11:42:01.728749+00:00,starting,2,C1656
2016-09-29T11:33:03.091012+00:00,2016-09-29T11:53:38.963190+00:00,starting,8,422
2016-09-29T11:51:34.680625+00:00,2016-09-29T12:19:33.547959+00:00,starting,7,1378
2016-09-29T12:24:49.619863+00:00,2016-09-29T13:03:11.067143+00:00,starting,7,V1147
2016-09-29T12:49:41.360197+00:00,2016-09-29T13:49:28.573980+00:00,starting,15,BV05158
2016-09-29T13:28:59.197807+00:00,2016-09-29T13:57:22.303244+00:00,ending,7,UV05539
2016-09-29T14:29:27.704866+00:00,2016-09-29T14:43:40.783273+00:00,ending,2,BC02352
2016-09-29T14:32:29.102060+00:00,2016-09-29T14:47:13.820635+00:00,starting,2,UV05539
2016-09-29T14:46:45.922740+00:00,2016-09-29T15:29:15.237002+00:00,starting,15,BC02352
2016-09-29T16:02:38.503779+00:00,2016-09-29T16:24:44.796150+00:00,ending,3,V0776
2016-09-29T16:20:53.232424+00:00,2016-09-29T16:37:00.818819+00:00,ending,3,BV05186
2016-09-29T16:41:37.557445+00:00,2016-09-29T16:49:18.150717+00:00,starting,2,V0776
2016-09-29T16:46:16.191083+00:00,2016-09-29T17:12:50.793884+00:00,ending,6,1061
2016-09-29T17:14:48.484162+00:00,2016-09-29T17:38:02.331619+00:00,ending,5,V0198
2016-09-29T17:33:48.286335+00:00,2016-09-29T18:10:06.780557+00:00,ending,8,1000
2016-09-29T17:48:29.485004+00:00,2016-09-29T18:21:41.125742+00:00,ending,9,V0558
2016-09-29T17:52:20.664502+00:00,2016-09-29T18:02:50.226187+00:00,starting,3,BV05186
2016-09-29T17:53:03.592714+00:00,2016-09-29T18:19:15.302263+00:00,starting,8,1061
2016-09-29T18:03:56.992979+00:00,2016-09-29T18:31:54.984213+00:00,ending,5,V1198
2016-09-29T19:03:05.972226+00:00,2016-09-29T19:58:18.994874+00:00,starting,8,V0558
2016-09-29T19:09:51.294946+00:00,2016-09-29T19:25:21.763024+00:00,ending,3,BC02233
2016-09-29T19:32:00.169131+00:00,2016-09-29T19:50:03.458136+00:00,ending,5,BC02355
2016-09-29T19:51:32.202711+00:00,2016-09-29T20:13:13.609037+00:00,starting,5,V1198
2016-09-29T19:57:09.705116+00:00,2016-09-29T20:13:13.403653+00:00,starting,4,V0198
2016-09-29T20:10:45.749027+00:00,2016-09-29T20:35:42.310802+00:00,ending,14,397
2016-09-29T20:51:52.784026+00:00,2016-09-29T21:13:31.659943+00:00,ending,10,194
2016-09-29T21:03:21.759865+00:00,2016-09-29T21:25:59.627248+00:00,starting,6,BC02233
2016-09-29T21:06:36.226303+00:00,2016-09-29T21:23:09.257036+00:00,ending,5,BV05464
